Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Price,Discount,Profit
5325,CA-2015-102855,5/4/2015,6/4/2015,Same Day,JF-15415,OFF-AR-10002467,8,23.84,0.0,6.4368
5326,CA-2016-126529,11/1/2016,13/1/2016,Second Class,DE-13255,OFF-PA-10001166,3,15.552,0.2,5.4432
5327,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-FA-10000585,5,17.45,0.0,8.027
5328,CA-2016-140382,23/6/2016,25/6/2016,Second Class,RD-19900,OFF-ST-10003638,4,93.68,0.0,25.2936
5329,CA-2017-138464,8/7/2017,12/7/2017,Standard Class,VF-21715,OFF-AR-10003560,3,18.24,0.0,6.2016
5330,CA-2015-119291,14/5/2015,17/5/2015,First Class,JO-15550,OFF-AR-10003373,8,198.272,0.2,17.3488
5331,CA-2017-166695,20/5/2017,24/5/2017,Standard Class,CC-12430,FUR-FU-10002191,1,6.98,0.0,3.3504
5332,CA-2017-103352,27/11/2017,30/11/2017,Second Class,RP-19390,OFF-AR-10001573,3,6.99,0.0,2.0271
5333,CA-2014-168823,21/9/2014,24/9/2014,First Class,MA-17560,OFF-LA-10004425,9,20.808,0.2,7.0227
5334,US-2017-141558,11/3/2017,16/3/2017,Standard Class,MH-17290,OFF-BI-10002794,1,12.294,0.7,-8.6058
5335,CA-2016-144344,28/10/2016,28/10/2016,Same Day,PG-18820,FUR-FU-10003268,2,63.968,0.2,0.0
5336,CA-2016-138282,19/5/2016,23/5/2016,Standard Class,AH-10690,OFF-AP-10001366,8,87.84,0.0,23.7168
5337,CA-2017-127712,31/8/2017,5/9/2017,Standard Class,MG-17890,OFF-SU-10002522,2,6.208,0.2,0.6984
5338,CA-2014-103191,22/9/2014,27/9/2014,Standard Class,VG-21805,OFF-ST-10002574,3,331.536,0.2,-82.884
5339,CA-2017-155880,25/3/2017,31/3/2017,Standard Class,JD-16150,FUR-CH-10002880,3,368.97,0.0,40.5867
5340,CA-2014-166961,27/12/2014,31/12/2014,Standard Class,CD-12790,OFF-BI-10002353,3,37.056,0.2,13.896
5341,US-2017-133361,14/5/2017,17/5/2017,First Class,AJ-10780,OFF-AR-10003338,5,37.2,0.0,9.3
5342,CA-2017-164826,28/12/2017,4/1/2018,Standard Class,JF-15415,OFF-LA-10001297,7,72.45,0.0,34.776
5343,US-2014-150434,19/7/2014,24/7/2014,Standard Class,CA-12310,OFF-BI-10002160,1,3.81,0.0,1.8288
5344,CA-2016-123120,4/9/2016,8/9/2016,Standard Class,CV-12295,FUR-FU-10004748,1,63.94,0.0,24.9366
5345,CA-2017-151484,20/4/2017,23/4/2017,First Class,CV-12805,OFF-ST-10000142,1,332.704,0.2,33.2704
5346,CA-2017-102925,5/11/2017,10/11/2017,Second Class,CD-12280,TEC-PH-10001448,2,99.98,0.0,3.9992
5347,CA-2015-104241,4/1/2015,9/1/2015,Standard Class,AG-10495,FUR-FU-10001473,14,192.22,0.0,69.1992
5348,CA-2016-131744,18/6/2016,20/6/2016,Second Class,SC-20770,OFF-AP-10001394,3,453.6,0.2,90.72
5349,CA-2017-121300,29/9/2017,29/9/2017,Same Day,MG-17680,OFF-PA-10002606,2,8.448,0.2,2.64
5350,CA-2017-149559,11/9/2017,12/9/2017,Same Day,KF-16285,OFF-EN-10002312,2,22.18,0.0,10.8682
5351,US-2017-142188,11/9/2017,11/9/2017,Same Day,JF-15415,OFF-BI-10004600,5,1471.96,0.2,459.9875
5352,CA-2015-149083,25/9/2015,30/9/2015,Standard Class,SH-19975,OFF-LA-10002945,2,12.6,0.0,5.796
5353,CA-2014-145317,18/3/2014,23/3/2014,Standard Class,SM-20320,FUR-FU-10004270,2,30.768,0.2,8.0766
5354,US-2016-143448,10/12/2016,10/12/2016,Same Day,MH-17455,FUR-CH-10003379,5,1424.9,0.0,356.225
5355,US-2017-161935,14/7/2017,18/7/2017,Standard Class,JL-15835,OFF-ST-10001837,7,239.456,0.2,17.9592
5356,CA-2017-144498,6/5/2017,6/5/2017,Same Day,MB-18085,OFF-BI-10003982,11,68.541,0.7,-52.5481
5357,CA-2017-120168,25/5/2017,25/5/2017,Same Day,TB-21625,TEC-AC-10002167,8,120.0,0.0,13.2
5358,CA-2015-155600,4/12/2015,7/12/2015,Second Class,RO-19780,OFF-BI-10000545,7,1598.0,0.7,-1065.372
5359,CA-2016-131737,17/3/2016,17/3/2016,Same Day,GZ-14470,OFF-EN-10003055,5,200.0,0.0,89.955
5360,CA-2015-129217,10/5/2015,10/5/2015,Same Day,DP-13390,OFF-AP-10002439,5,71.0,0.8,-191.619
5361,US-2014-112200,22/11/2014,28/11/2014,Standard Class,TC-21475,OFF-BI-10002571,5,10.0,0.8,-16.467
5362,CA-2016-147585,7/11/2016,12/11/2016,Standard Class,CB-12535,FUR-FU-10002597,3,14.82,0.0,6.2244
5363,CA-2016-103982,3/3/2016,8/3/2016,Standard Class,AA-10315,OFF-FA-10001332,1,2.304,0.2,0.7776
5364,CA-2015-160472,20/7/2015,25/7/2015,Second Class,RK-19300,OFF-EN-10000483,7,106.75,0.0,49.105
5365,CA-2014-114790,11/3/2014,13/3/2014,Second Class,FM-14215,OFF-AP-10002578,3,146.76,0.0,38.1576
5366,CA-2015-121776,16/2/2015,21/2/2015,Standard Class,RD-19585,OFF-LA-10002762,7,87.71,0.0,41.2237
5367,US-2016-134369,16/9/2016,22/9/2016,Standard Class,BC-11125,OFF-PA-10002195,2,12.96,0.0,6.3504
5368,CA-2014-120775,3/10/2014,7/10/2014,Standard Class,RD-19930,OFF-FA-10002676,3,4.344,0.2,0.8688
5369,CA-2014-129574,26/5/2014,29/5/2014,First Class,Dp-13240,OFF-PA-10002893,5,48.4,0.0,23.232
5370,CA-2017-102379,2/12/2017,6/12/2017,Standard Class,BB-11545,OFF-AR-10004022,5,179.9,0.0,44.975
5371,US-2017-123204,21/7/2017,27/7/2017,Standard Class,CS-11860,OFF-AP-10002287,4,17.48,0.0,4.5448
5372,CA-2014-152422,5/10/2014,10/10/2014,Second Class,BD-11635,OFF-AP-10002892,5,91.92,0.2,11.49
5373,CA-2015-109386,8/11/2015,13/11/2015,Second Class,RH-19600,OFF-AR-10000380,7,265.86,0.0,79.758
5374,US-2014-105767,23/5/2014,27/5/2014,Standard Class,AR-10510,OFF-BI-10000848,2,3.282,0.7,-2.6256
5375,CA-2017-142643,15/10/2017,20/10/2017,Standard Class,DL-13495,OFF-LA-10003510,5,152.65,0.0,70.219
5376,CA-2017-112515,17/9/2017,21/9/2017,Second Class,AS-10225,OFF-BI-10004233,2,25.584,0.2,8.9544
5377,US-2017-125647,23/9/2017,28/9/2017,Standard Class,LC-16870,OFF-PA-10004888,4,20.736,0.2,7.2576
5378,CA-2017-148411,24/9/2017,26/9/2017,First Class,RO-19780,FUR-CH-10003973,2,520.464,0.3,-14.8704
5379,CA-2015-104059,13/6/2015,15/6/2015,Second Class,FC-14245,OFF-AR-10000634,1,3.424,0.2,0.2996
5380,CA-2014-114314,11/10/2014,15/10/2014,Standard Class,DB-13555,FUR-FU-10002107,4,8.92,0.0,3.9248
5381,CA-2017-135860,1/12/2017,7/12/2017,Standard Class,JH-15985,OFF-ST-10001522,1,91.99,0.0,3.6796
5382,CA-2017-133207,27/11/2017,3/12/2017,Standard Class,DO-13645,TEC-PH-10004100,4,57.568,0.2,5.7568
5383,CA-2014-145576,14/9/2014,18/9/2014,Second Class,CA-12775,FUR-FU-10004020,3,13.128,0.2,3.7743
5384,US-2015-147662,14/2/2015,19/2/2015,Standard Class,KB-16315,OFF-AR-10004999,3,14.352,0.2,0.897
5385,CA-2015-121783,10/11/2015,14/11/2015,Standard Class,PO-19180,OFF-AP-10003849,2,715.64,0.0,178.91
5386,US-2015-126977,17/9/2015,23/9/2015,Standard Class,PF-19120,OFF-ST-10000617,5,14.9,0.0,1.043
5387,CA-2016-116561,11/9/2016,17/9/2016,Standard Class,EB-14110,OFF-ST-10004186,3,332.94,0.0,6.6588
5388,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,TEC-PH-10001578,4,1295.84,0.2,145.782
5389,CA-2016-100244,20/9/2016,24/9/2016,Standard Class,GM-14695,OFF-AR-10000940,4,11.76,0.0,3.1752
5390,CA-2016-144554,7/11/2016,12/11/2016,Standard Class,DM-13345,TEC-AC-10002800,3,119.976,0.2,22.4955
5391,CA-2016-118332,16/12/2016,23/12/2016,Standard Class,PK-19075,FUR-CH-10001708,5,563.92,0.2,7.049
5392,CA-2016-163167,28/11/2016,1/12/2016,Second Class,RF-19345,OFF-ST-10003805,6,1263.3,0.0,315.825
5393,CA-2015-126697,21/9/2015,24/9/2015,First Class,SV-20815,TEC-PH-10002922,7,946.344,0.2,118.293
5394,CA-2015-156923,16/2/2015,20/2/2015,Standard Class,SP-20860,OFF-PA-10002751,6,35.88,0.0,16.146
5395,CA-2017-127474,3/2/2017,7/2/2017,Second Class,RD-19810,FUR-FU-10004597,1,22.2,0.6,-26.085
5396,CA-2015-153717,25/12/2015,1/1/2016,Standard Class,DL-13495,TEC-PH-10002923,2,73.98,0.0,19.9746
5397,CA-2014-112291,3/4/2014,8/4/2014,Standard Class,KE-16420,TEC-AC-10001284,3,62.31,0.0,22.4316
5398,CA-2015-148432,7/11/2015,10/11/2015,Second Class,MC-18130,OFF-PA-10001274,2,7.3,0.0,3.431
5399,CA-2017-151176,13/2/2017,20/2/2017,Standard Class,SV-20785,OFF-AR-10000614,3,10.71,0.0,2.7846
5400,CA-2017-139311,11/8/2017,13/8/2017,First Class,SF-20965,TEC-PH-10001557,2,153.584,0.2,13.4386
5401,CA-2017-143063,10/8/2017,15/8/2017,Standard Class,IL-15100,TEC-PH-10003645,9,1454.49,0.0,378.1674
5402,CA-2016-153269,9/3/2016,12/3/2016,First Class,PS-18760,OFF-BI-10004632,4,51.8,0.0,23.31
5403,CA-2017-148411,24/9/2017,26/9/2017,First Class,RO-19780,OFF-PA-10002109,3,11.424,0.2,3.7128
5404,CA-2017-143567,2/11/2017,5/11/2017,Second Class,TB-21175,FUR-CH-10000454,4,975.92,0.0,292.776
5405,CA-2017-143861,12/6/2017,19/6/2017,Standard Class,LC-16885,FUR-FU-10001546,2,17.088,0.2,1.068
5406,CA-2017-107209,27/7/2017,1/8/2017,Second Class,JW-15955,FUR-CH-10001146,4,194.848,0.2,12.178
5407,CA-2015-107937,3/5/2015,8/5/2015,Standard Class,JB-16045,FUR-FU-10002298,6,665.88,0.0,106.5408
5408,US-2016-131611,5/11/2016,9/11/2016,Standard Class,EP-13915,FUR-BO-10000780,7,956.6648,0.32,-225.0976
5409,CA-2014-163559,23/9/2014,28/9/2014,Second Class,ST-20530,OFF-BI-10002026,3,139.44,0.2,47.061
5410,CA-2015-115511,21/11/2015,25/11/2015,Standard Class,NW-18400,FUR-BO-10002598,2,141.96,0.0,41.1684
5411,CA-2017-109757,4/9/2017,9/9/2017,Second Class,MD-17350,OFF-BI-10004001,5,25.56,0.7,-20.448
5412,CA-2015-155068,23/10/2015,23/10/2015,Same Day,RA-19285,TEC-PH-10004924,2,11.824,0.2,1.0346
5413,CA-2015-127418,13/6/2015,14/6/2015,First Class,JJ-15445,OFF-BI-10003707,3,36.624,0.2,13.734
5414,US-2014-165862,13/7/2014,17/7/2014,Standard Class,GK-14620,FUR-TA-10002855,3,351.216,0.2,4.3902
5415,CA-2017-152912,9/11/2017,12/11/2017,Second Class,BM-11650,OFF-ST-10003208,9,1633.14,0.0,473.6106
5416,CA-2017-126928,17/9/2017,23/9/2017,Standard Class,GZ-14470,OFF-ST-10000615,3,34.05,0.0,9.534
5417,US-2016-131611,5/11/2016,9/11/2016,Standard Class,EP-13915,OFF-BI-10004364,3,3.564,0.8,-6.237
5418,CA-2015-105613,18/10/2015,22/10/2015,Standard Class,KN-16705,OFF-AP-10000026,6,73.164,0.8,-186.5682
5419,CA-2017-140480,8/7/2017,12/7/2017,Standard Class,HE-14800,FUR-FU-10003247,4,83.92,0.0,5.8744
5420,CA-2015-144267,21/8/2015,23/8/2015,First Class,NZ-18565,OFF-PA-10000157,3,59.94,0.0,28.1718
5421,CA-2015-144806,6/12/2015,11/12/2015,Standard Class,GH-14425,OFF-AR-10004042,6,86.304,0.2,9.7092
5422,US-2017-135986,20/6/2017,27/6/2017,Standard Class,PG-18895,TEC-PH-10003691,4,503.96,0.0,125.99
5423,CA-2017-125381,25/4/2017,27/4/2017,Second Class,SG-20605,TEC-AC-10000158,3,107.97,0.0,22.6737
5424,CA-2015-135020,28/5/2015,2/6/2015,Standard Class,MS-17770,OFF-ST-10001490,3,535.41,0.0,160.623
5425,CA-2015-122371,26/9/2015,1/10/2015,Standard Class,BS-11800,OFF-ST-10002370,3,64.17,0.0,18.6093
5426,CA-2014-108189,2/10/2014,5/10/2014,First Class,ES-14080,TEC-PH-10001760,2,318.4,0.2,107.46
5427,CA-2017-137498,9/9/2017,14/9/2017,Second Class,LC-17050,OFF-AR-10003829,2,6.56,0.0,1.9024
5428,US-2016-169040,6/12/2016,12/12/2016,Standard Class,GT-14710,OFF-EN-10000927,1,35.89,0.0,16.0
5429,CA-2017-123687,26/5/2017,29/5/2017,First Class,KC-16675,OFF-AP-10002670,3,208.44,0.0,63.0
5430,CA-2014-128237,25/3/2014,30/3/2014,Standard Class,CA-12265,OFF-AR-10003338,2,14.88,0.0,4.0
5431,CA-2017-126956,21/8/2017,28/8/2017,Standard Class,GT-14710,OFF-EN-10004459,2,15.28,0.0,7.4872
5432,CA-2017-163265,16/2/2017,21/2/2017,Standard Class,JS-16030,OFF-FA-10004854,2,18.368,0.2,6.1992
5433,CA-2016-157245,19/5/2016,24/5/2016,Standard Class,LE-16810,FUR-CH-10003746,2,641.96,0.0,179.7488
5434,CA-2017-122539,1/12/2017,5/12/2017,Standard Class,SC-20305,OFF-BI-10001759,7,8.001,0.7,-5.6007
5435,CA-2017-129021,23/8/2017,26/8/2017,Second Class,PO-18850,OFF-AP-10003040,6,161.376,0.2,12.1032
5436,CA-2014-154627,29/10/2014,31/10/2014,First Class,SA-20830,TEC-PH-10001363,6,2735.952,0.2,341.994
5437,CA-2015-115567,13/9/2015,18/9/2015,Standard Class,ZC-21910,TEC-AC-10001314,4,199.96,0.0,15.9968
5438,CA-2014-168368,11/2/2014,15/2/2014,Second Class,GA-14725,OFF-BI-10004654,3,51.9,0.0,24.393
5439,CA-2017-159100,16/10/2017,21/10/2017,Standard Class,VP-21760,TEC-AC-10003499,2,18.528,0.2,4.4004
5440,US-2016-156986,20/3/2016,24/3/2016,Standard Class,ZC-21910,OFF-PA-10004101,2,10.368,0.2,3.6288
5441,CA-2017-120019,16/2/2017,21/2/2017,Standard Class,NG-18355,OFF-ST-10001932,3,579.51,0.0,81.1314
5442,CA-2016-118052,6/5/2016,10/5/2016,Standard Class,BE-11455,OFF-FA-10004248,2,7.216,0.2,1.7138
5443,CA-2017-102974,19/9/2017,24/9/2017,Standard Class,DP-13105,OFF-AR-10000914,2,23.32,0.0,6.0632
5444,CA-2014-153808,6/4/2014,10/4/2014,Second Class,FH-14275,OFF-BI-10002794,2,65.568,0.2,23.7684
5445,CA-2016-166380,30/5/2016,3/6/2016,Standard Class,EB-13750,OFF-EN-10002600,9,26.55,0.0,12.744
5446,CA-2017-151750,1/1/2017,5/1/2017,Standard Class,JM-15250,OFF-ST-10002743,5,454.56,0.2,-107.958
5447,CA-2017-108553,23/4/2017,29/4/2017,Standard Class,SK-19990,OFF-AP-10000026,2,121.94,0.0,35.3626
5448,CA-2016-109722,5/12/2016,7/12/2016,Second Class,TP-21130,OFF-ST-10000060,9,584.82,0.0,70.1784
5449,CA-2016-134110,17/11/2016,18/11/2016,First Class,BG-11035,TEC-PH-10002350,3,67.176,0.2,6.7176
5450,CA-2016-116540,2/9/2016,2/9/2016,Same Day,SS-20590,OFF-FA-10002676,1,1.81,0.0,0.6516
5451,US-2014-132745,1/10/2014,5/10/2014,Standard Class,NF-18475,OFF-FA-10000254,1,4.71,0.0,0.0
5452,CA-2015-114300,13/10/2015,17/10/2015,Standard Class,AF-10885,FUR-CH-10001891,3,287.94,0.0,77.7438
5453,CA-2016-124352,15/10/2016,21/10/2016,Standard Class,CD-12790,OFF-BI-10000977,4,121.6,0.0,55.936
5454,CA-2014-106264,26/12/2014,30/12/2014,Standard Class,CK-12595,OFF-SU-10002189,3,11.91,0.0,0.1191
5455,CA-2017-138779,14/1/2017,15/1/2017,First Class,RB-19570,TEC-PH-10003655,5,7.92,0.2,0.693
5456,CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,TEC-AC-10002018,2,13.98,0.0,6.0114
5457,CA-2015-125066,14/12/2015,18/12/2015,Standard Class,KD-16495,OFF-AR-10003582,2,56.3,0.0,15.764
5458,US-2016-101196,12/5/2016,17/5/2016,Standard Class,FM-14215,OFF-ST-10004804,2,82.368,0.2,-19.5624
5459,CA-2014-118339,17/3/2014,24/3/2014,Standard Class,BN-11515,OFF-BI-10000136,6,35.88,0.0,17.2224
5460,CA-2016-163398,3/5/2016,8/5/2016,Standard Class,CB-12415,OFF-AP-10002403,3,26.406,0.8,-71.2962
5461,CA-2014-153927,12/8/2014,13/8/2014,First Class,LL-16840,TEC-AC-10000023,13,272.61,0.0,98.1396
5462,US-2016-119298,25/11/2016,28/11/2016,First Class,EP-13915,TEC-PH-10002564,2,59.98,0.0,17.994
5463,CA-2014-115133,26/9/2014,30/9/2014,Standard Class,DA-13450,TEC-AC-10002370,2,3.152,0.2,0.4728
5464,CA-2016-126004,4/12/2016,5/12/2016,First Class,BM-11140,TEC-AC-10001432,1,78.15,0.0,34.386
5465,CA-2015-147816,24/9/2015,26/9/2015,Second Class,CM-11935,TEC-PH-10003095,2,35.12,0.2,13.17
5466,CA-2016-105816,11/12/2016,17/12/2016,Standard Class,JM-15265,TEC-PH-10002447,5,1029.95,0.0,298.6855
5467,CA-2014-153479,4/10/2014,8/10/2014,Standard Class,DF-13135,OFF-LA-10004689,5,14.45,0.0,6.7915
5468,CA-2015-113173,15/11/2015,17/11/2015,Second Class,DK-13225,OFF-SU-10001935,5,8.72,0.2,-1.744
5469,CA-2015-104514,2/1/2015,4/1/2015,Second Class,CB-12535,OFF-ST-10001837,2,85.52,0.0,22.2352
5470,CA-2014-100972,19/11/2014,24/11/2014,Second Class,DB-13360,OFF-PA-10000357,3,166.44,0.0,79.8912
5471,CA-2014-144666,9/11/2014,11/11/2014,Second Class,JP-15520,FUR-BO-10001601,2,222.666,0.15,10.4784
5472,CA-2016-160479,15/9/2016,20/9/2016,Standard Class,AH-10585,OFF-AR-10002445,5,35.4,0.0,13.452
5473,CA-2014-103940,17/9/2014,21/9/2014,Standard Class,BN-11515,OFF-ST-10004963,2,30.28,0.0,1.2112
5474,CA-2015-165085,27/12/2015,31/12/2015,Standard Class,BT-11485,OFF-AP-10002518,2,355.96,0.0,103.2284
5475,CA-2015-104626,1/9/2015,8/9/2015,Standard Class,DR-12940,FUR-FU-10000308,2,124.36,0.0,27.3592
5476,CA-2015-135685,16/11/2015,18/11/2015,Second Class,MP-18175,FUR-TA-10000688,3,653.55,0.0,111.1035
5477,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,OFF-PA-10000806,8,447.84,0.0,219.4416
5478,CA-2017-102519,27/11/2017,29/11/2017,First Class,BM-11650,FUR-FU-10004091,1,46.94,0.0,19.2454
5479,US-2017-110604,15/5/2017,20/5/2017,Standard Class,JF-15295,FUR-CH-10004287,1,220.96,0.2,24.858
5480,CA-2015-128993,12/9/2015,17/9/2015,Second Class,CC-12670,TEC-AC-10004209,2,21.98,0.0,8.5722
5481,US-2017-134642,25/2/2017,1/3/2017,Standard Class,SW-20245,FUR-BO-10004709,5,231.92,0.2,5.798
5482,US-2017-117723,15/8/2017,18/8/2017,Second Class,DL-13495,OFF-ST-10004459,6,1801.632,0.2,-337.806
5483,CA-2015-124499,9/10/2015,13/10/2015,Standard Class,FM-14380,FUR-CH-10000513,3,389.97,0.0,35.0973
5484,CA-2016-100790,26/6/2016,2/7/2016,Standard Class,JG-15805,OFF-AR-10003045,5,14.7,0.0,6.615
5485,CA-2014-134572,20/4/2014,22/4/2014,Second Class,SV-20365,FUR-TA-10001705,5,744.1,0.3,-95.67
5486,CA-2017-169894,24/11/2017,29/11/2017,Second Class,MV-17485,OFF-ST-10000060,8,415.872,0.2,-41.5872
5487,US-2017-109610,25/11/2017,30/11/2017,Second Class,BS-11590,FUR-CH-10001854,2,701.96,0.0,168.4704
5488,CA-2015-161445,7/9/2015,9/9/2015,Second Class,CC-12610,OFF-AR-10001953,4,140.736,0.2,12.3144
5489,CA-2017-110842,11/11/2017,16/11/2017,Standard Class,GA-14725,OFF-BI-10000977,5,121.6,0.2,39.52
5490,CA-2017-165687,17/11/2017,23/11/2017,Standard Class,CS-12355,OFF-AP-10004036,2,35.04,0.0,12.264
5491,US-2017-142573,18/7/2017,23/7/2017,Standard Class,ML-17410,FUR-TA-10001932,5,801.6,0.5,-448.896
5492,CA-2016-126732,2/9/2016,6/9/2016,Standard Class,LR-16915,OFF-ST-10000321,3,23.67,0.0,0.9468
5493,CA-2014-100916,21/10/2014,26/10/2014,Standard Class,FH-14275,FUR-TA-10004607,4,591.32,0.0,112.3508
5494,US-2016-105578,30/5/2016,4/6/2016,Standard Class,MY-17380,OFF-BI-10001670,2,22.62,0.7,-15.08
5495,CA-2017-116225,5/11/2017,9/11/2017,Standard Class,SV-20935,TEC-AC-10001432,5,390.75,0.0,171.93
5496,US-2017-153948,6/11/2017,6/11/2017,Same Day,FM-14290,OFF-PA-10002764,4,45.36,0.0,22.2264
5497,CA-2017-164364,12/11/2017,16/11/2017,Standard Class,CS-12355,OFF-AR-10000315,3,9.21,0.0,2.3025
5498,US-2015-122784,20/7/2015,27/7/2015,Standard Class,RA-19915,FUR-BO-10002545,5,913.43,0.3,-52.196
5499,CA-2015-136147,13/11/2015,18/11/2015,Standard Class,FM-14380,OFF-BI-10004224,6,121.104,0.7,-100.92
5500,CA-2016-149762,3/12/2016,7/12/2016,Standard Class,RD-19720,FUR-BO-10001337,2,205.666,0.15,-12.098
5501,CA-2015-102806,21/5/2015,28/5/2015,Standard Class,HG-14965,OFF-BI-10001597,2,24.588,0.7,-18.0312
5502,CA-2016-131289,8/12/2016,14/12/2016,Standard Class,SP-20620,OFF-PA-10003363,7,45.36,0.0,21.7728
5503,CA-2014-157721,2/9/2014,5/9/2014,First Class,JM-16195,FUR-FU-10002116,1,70.71,0.0,4.9497
5504,CA-2014-142839,16/8/2014,20/8/2014,Standard Class,TS-21610,FUR-TA-10001539,6,853.092,0.4,-227.4912
5505,CA-2017-104318,13/5/2017,18/5/2017,Standard Class,FH-14275,OFF-AP-10000358,2,20.768,0.2,2.3364
5506,CA-2016-107328,8/8/2016,15/8/2016,Standard Class,CA-12055,OFF-BI-10002160,5,15.24,0.2,5.334
5507,CA-2016-129280,3/5/2016,5/5/2016,First Class,SM-20905,TEC-AC-10003832,5,132.52,0.2,34.7865
5508,CA-2017-107174,6/11/2017,13/11/2017,Standard Class,AB-10060,TEC-AC-10001465,3,108.96,0.0,32.688
5509,CA-2014-148369,23/9/2014,27/9/2014,Standard Class,TH-21115,OFF-BI-10004876,4,11.12,0.0,5.4488
5510,US-2017-117450,4/9/2017,8/9/2017,Standard Class,DO-13645,OFF-PA-10000289,2,10.368,0.2,3.6288
5511,US-2016-131611,5/11/2016,9/11/2016,Standard Class,EP-13915,TEC-AC-10004001,5,171.96,0.2,45.1395
5512,CA-2016-160234,26/6/2016,3/7/2016,Standard Class,PF-19225,TEC-PH-10004434,1,135.95,0.0,39.4255
5513,US-2017-139969,19/11/2017,26/11/2017,Standard Class,AF-10870,FUR-CH-10001973,3,233.058,0.3,-53.2704
5514,CA-2014-110849,18/4/2014,23/4/2014,Standard Class,JL-15835,OFF-AR-10002375,4,13.12,0.0,3.8048
5515,CA-2014-122882,7/9/2014,13/9/2014,Standard Class,SB-20290,TEC-MA-10004679,4,399.54,0.7,-559.356
5516,CA-2017-107503,1/1/2017,6/1/2017,Standard Class,GA-14725,FUR-FU-10003878,4,48.896,0.2,9.0
5517,CA-2017-128363,13/8/2017,18/8/2017,Standard Class,DC-12850,OFF-AP-10001563,7,272.048,0.2,31.0
5518,US-2016-132577,22/11/2016,27/11/2016,Standard Class,JE-15475,OFF-LA-10000262,1,2.088,0.2,0.6786
5519,CA-2014-166471,9/8/2014,13/8/2014,Standard Class,MG-17650,TEC-PH-10001530,4,1091.168,0.2,68.198
5520,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,SG-20605,OFF-BI-10003712,2,7.856,0.2,2.8478
5521,CA-2017-132521,23/9/2017,25/9/2017,Second Class,DW-13540,OFF-ST-10001325,3,31.44,0.0,8.4888
5522,CA-2015-141040,9/10/2015,13/10/2015,Second Class,TB-21250,OFF-PA-10002245,4,23.92,0.0,10.764
5523,US-2015-127040,6/12/2015,10/12/2015,Standard Class,SG-20605,OFF-PA-10001184,7,41.86,0.0,20.5114
5524,CA-2014-104563,7/3/2014,12/3/2014,Standard Class,CM-12715,OFF-AR-10000390,5,20.65,0.0,9.499
5525,CA-2016-123946,12/9/2016,17/9/2016,Standard Class,AJ-10795,OFF-ST-10000419,5,67.9,0.0,0.679
5526,CA-2015-131338,9/8/2015,12/8/2015,First Class,NP-18325,TEC-PH-10000984,5,979.95,0.0,274.386
5527,CA-2017-128755,4/5/2017,8/5/2017,Standard Class,MK-18160,OFF-ST-10003306,4,571.44,0.0,165.7176
5528,CA-2017-129462,16/6/2017,21/6/2017,Second Class,JE-15745,FUR-CH-10000665,2,301.96,0.0,90.588
5529,US-2015-122784,20/7/2015,27/7/2015,Standard Class,RA-19915,TEC-PH-10001557,2,153.584,0.2,13.4386
5530,CA-2014-154963,22/6/2014,27/6/2014,Standard Class,AA-10645,FUR-CH-10000454,5,853.93,0.3,0.0
5531,US-2017-104094,7/9/2017,11/9/2017,Standard Class,AG-10675,TEC-AC-10002134,1,13.48,0.0,1.8872
5532,CA-2015-144190,9/6/2015,13/6/2015,Standard Class,NC-18415,OFF-PA-10000304,2,12.96,0.0,6.2208
5533,CA-2017-131807,5/10/2017,10/10/2017,Standard Class,GG-14650,FUR-CH-10001190,4,435.168,0.2,-59.8356
5534,US-2017-125647,23/9/2017,28/9/2017,Standard Class,LC-16870,OFF-AP-10000390,6,73.176,0.8,-197.5752
5535,CA-2017-102155,13/7/2017,17/7/2017,Standard Class,RR-19525,OFF-PA-10003673,2,13.56,0.0,6.2376
5536,CA-2016-123050,4/4/2016,8/4/2016,Second Class,BC-11125,OFF-ST-10003455,2,31.02,0.0,8.0652
5537,CA-2016-138688,12/6/2016,16/6/2016,Second Class,DV-13045,OFF-LA-10000240,2,14.62,0.0,6.8714
5538,CA-2014-139542,25/10/2014,29/10/2014,Standard Class,EH-14185,TEC-AC-10001553,3,40.776,0.2,0.5097
5539,CA-2017-140949,17/3/2017,22/3/2017,Second Class,DB-13405,TEC-AC-10002399,3,57.06,0.0,18.2592
5540,CA-2017-164329,30/1/2017,30/1/2017,Same Day,MM-17920,OFF-ST-10001511,2,129.3,0.0,6.465
5541,US-2014-134187,4/11/2014,11/11/2014,Standard Class,TH-21235,OFF-AR-10000940,1,2.94,0.0,0.7938
5542,CA-2015-146829,10/3/2015,10/3/2015,Same Day,TS-21340,OFF-BI-10004022,2,1.112,0.8,-1.8904
5543,CA-2017-106859,13/3/2017,18/3/2017,Second Class,BF-11215,OFF-PA-10001815,6,288.24,0.0,138.3552
5544,CA-2014-158442,17/3/2014,17/3/2014,Same Day,AZ-10750,OFF-AR-10003732,2,4.448,0.2,0.3336
